title,distance_to_motorway_m,distance_to_aroad_or_motorway_m,distance_to_broad_or_aroad_or_motorway_m,distance_to_public_road_m,distance_to_major_river_m,distance_to_secondary_river_m,distance_to_watercourse_m,distance_to_railway_m,distance_to_woodland_m,distance_to_offroad_cyclepath_m,distance_to_large_greenspace_m,distance_to_medium_greenspace_m,distance_to_small_greenspace_m,area_max_building_height_m,area_avg_building_height_m,area_total_building_area_m2,max_tree_height,canopy_cover,area_max_tree_height,area_avg_tree_height,area_canopy_cover,area_tree_count,area_greenspace_m2,area_private_gardens_m2,area_id,year,days_into_survey,duration,hour_of_day,avg_loudness_decibels,pedestrian_count,lawn_present,lawn_area_m2,lawn_shard_length_cm,lawn_other_species_present,wild_grass_present,wild_grass_area_m2,wild_grass_shard_length_cm,wild_grass_other_species_present,land_use
779 5,2801,517,249,114,3599,1410,86,358,517,1149,778,634,5,16.1,7.94,2204,26.05,319.12,29.62,8.78,7278,178,6673,0,5,2024,90,300,15,58.5,1,TRUE,20,20,TRUE,TRUE,120,100,TRUE,Reclaimed greenspace
779 10,3003,300,216,3,3512,1458,294,126,700,1124,602,602,227,23,9.97,7124,6.72,60.19,8.68,5.08,711,93,0,0,10,2024,90,300,14,64,1,TRUE,200,5,TRUE,FALSE,0,0,FALSE,Roadside
779 11,2904,655,510,193,3377,1149,171,406,331,879,987,685,50,0,0,0,17.85,157.69,33.41,10.37,7540,116,6714,0,11,2024,90,360,15,52,0,TRUE,20,20,TRUE,TRUE,80,30,TRUE,Reclaimed greenspace
781 1,3040,316,316,77,3192,752,5,186,1351,797,621,553,197,8.4,4.53,3865,6.95,175.69,19.09,9.14,6936,127,0,50,1,2024,89,420,19,59.5,0,FALSE,0,0,FALSE,TRUE,20,30,TRUE,Cycle/footpath
792 3,3544,85,85,44,3887,3605,283,59,1308,307,1517,1517,688,7.2,3.7,7268,12.82,161.94,17.54,9.67,6809,115,5523,1641,3,2023,35,360,17,40,2,TRUE,400,5,FALSE,FALSE,0,0,FALSE,Playing Field
792 4,3833,174,33,11,3467,3467,157,336,1611,258,1096,1096,1038,10,5.8,8566,6.58,24.94,23.64,10.2,7556,156,0,13520,4,2023,35,600,16,54,2,TRUE,300,5,FALSE,FALSE,0,0,FALSE,Playing Field
792 11,3694,27,27,0,3599,3599,257,200,1599,355,1230,1230,890,9.2,4.46,8996,16.8,131.38,21.83,8.5,4681,128,0,14284,11,2023,35,420,16,48,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Private residential
799 1,1098,92,92,11,811,811,399,949,416,519,2891,496,247,9.1,4.21,7612,16.22,6.94,26.02,8.17,10424,241,0,19856,1,2024,55,360,16,62.5,0,TRUE,5,5,FALSE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
799 9,1025,73,73,0,600,600,533,748,572,203,3212,288,0,11.6,5.61,3525,32.83,346.06,33.48,13.92,17337,256,10726,6829,9,2024,55,420,16,60,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public Park Or Garden
819 1,2195,11,11,11,3994,1829,524,563,2129,1013,2870,2870,627,10.8,4.87,4740,11.09,98.44,17.33,10.21,5954,140,2642,574,1,2024,24,480,15,76.5,3,TRUE,200,5,TRUE,FALSE,0,0,FALSE,Private commercial
819 4,2222,97,97,14,3921,1661,120,234,2128,796,3127,2609,176,7.9,4.39,4394,5.93,37,23.23,7.28,4463,113,0,11876,4,2024,24,480,15,57,1,TRUE,8,5,TRUE,FALSE,0,0,FALSE,Public residential
819 5,2349,219,219,7,4060,1803,185,275,1989,897,3132,2639,191,7.9,4.53,5416,15.11,147.94,23.23,8.25,3829,86,0,10783,5,2024,24,420,16,68,12,TRUE,300,20,FALSE,FALSE,0,0,FALSE,Public residential
819 7,2142,5,5,5,3886,1671,266,401,2174,938,3131,2798,368,11.5,5.07,4924,16.01,319.44,16.64,9.21,7492,171,4554,10753,7,2024,24,360,15,66.5,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Roadside
819 8,2271,140,140,9,3989,1741,195,316,2061,890,3150,2674,224,7.9,4.72,5626,23.23,244.94,23.23,8.98,5275,95,0,10149,8,2024,24,540,16,67,3,TRUE,150,20,TRUE,TRUE,25,40,FALSE,Public residential
819 10,2210,66,66,13,3993,1816,472,609,2103,997,2930,2930,533,16,4.65,8059,10.86,52.31,17.33,9.26,6448,167,2269,2305,10,2024,24,420,15,61.5,2,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Private commercial
819 11,2052,55,55,27,3816,1631,295,457,2258,993,3116,2897,480,6.8,4.85,5294,13.67,149.19,16.64,9.88,4558,118,4547,13493,11,2024,24,420,15,50,0,TRUE,300,5,TRUE,FALSE,0,0,FALSE,Public residential
821 3,2672,331,331,39,3984,2446,235,341,1959,913,2139,2139,348,8.4,4.58,8681,8.2,87.62,17.42,8.31,3625,106,0,12997,3,2024,76,420,17,56,1,TRUE,10,20,TRUE,FALSE,0,0,FALSE,Public residential
821 8,2530,194,194,10,4134,2343,282,157,2149,1097,2210,2210,517,13.1,4.43,8610,8.37,63.56,25.57,7.71,4867,130,0,17352,8,2024,76,360,17,54,2,TRUE,200,5,TRUE,FALSE,0,0,FALSE,Private residential
821 11,2706,346,346,6,3962,2518,128,232,2046,1024,2040,2040,371,7.9,5,10008,0,0,20.53,7.21,2696,71,0,13053,11,2024,76,360,17,69.5,2,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Private commercial
823 1,3273,29,29,29,3484,3167,552,151,1722,870,1383,1383,441,7,4.31,4539,22.09,373.38,22.09,12.88,10721,138,9919,3661,1,2024,76,360,17,69,1,TRUE,400,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
823 2,3498,41,41,30,3294,3294,779,199,1505,772,1154,1154,383,8.8,5.45,12923,0,0,12.42,5.67,811,37,0,4229,2,2024,76,300,16,73,5,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Private commercial
823 7,3447,110,110,20,3414,3385,781,17,1595,905,1198,1198,566,8.8,4.45,5596,11.19,30.81,18.61,7.97,4657,112,0,7420,7,2024,76,420,16,55,1,TRUE,400,10,TRUE,FALSE,0,0,FALSE,Brownfield
823 10,3360,32,32,7,3410,3257,639,171,1638,826,1295,1295,404,11.2,5.21,10156,0,0,22.09,10.42,6160,100,5327,4542,10,2024,76,420,16,74,3,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
830 1,1105,400,196,16,1192,1192,515,1248,834,11,2354,933,734,9.6,4.95,4249,13.96,130.25,21.79,8.75,8569,179,0,10340,1,2024,89,360,18,56,0,TRUE,350,20,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
830 4,1170,414,277,62,1214,1214,601,1289,754,50,2353,948,723,9.4,4.59,3233,20.67,172.25,22.98,10.43,11919,197,0,13562,4,2024,89,360,18,55.5,4,TRUE,380,20,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
875 2,2694,166,166,16,4871,1117,17,325,482,169,519,425,425,7,4.73,4799,0,0,17.02,8.88,4889,95,0,8317,2,2024,89,360,19,52.5,10,TRUE,400,5,TRUE,FALSE,0,0,FALSE,Cycle/footpath
875 4,2784,270,270,18,4843,1009,125,434,590,226,479,479,469,7,4.91,6914,13.13,17.38,16.21,7.86,2023,54,0,7513,4,2024,89,360,19,54.5,2,TRUE,300,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
875 11,2557,56,56,11,4864,1343,207,77,233,296,558,175,175,13.2,4.58,6936,7.36,107.31,26.36,9.46,5716,101,2474,5982,11,2024,89,420,20,64,3,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Private commercial
876 1,3019,293,293,0,4552,901,152,470,683,503,188,188,188,8.3,5.17,8241,14.62,66.5,15.4,8.73,2176,53,0,2495,1,2024,90,540,14,60,4,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Private commercial
876 2,2929,295,295,14,4676,923,158,469,647,390,312,312,312,8.3,4.53,8201,14.32,208.75,18.8,9.35,5308,98,0,4718,2,2024,90,420,14,68.5,5,TRUE,200,10,TRUE,FALSE,0,0,FALSE,Public square
876 3,3350,651,651,22,4418,544,477,459,936,521,329,329,329,11.4,4.58,5025,0,0,13.7,7.2,2717,67,0,14108,3,2024,90,300,13,50.5,5,TRUE,350,10,FALSE,FALSE,0,0,FALSE,Public Park Or Garden
876 4,3010,258,258,22,4483,935,109,434,678,562,124,124,124,8.6,5.21,8006,0,0,20.05,8.58,2579,59,0,3219,4,2024,90,360,14,69.5,4,TRUE,350,10,TRUE,FALSE,0,0,FALSE,Public carpark
876 6,3133,458,458,4,4541,738,316,635,838,581,237,237,237,6.5,4.87,9385,11.51,80.69,14.54,7.21,2947,74,0,13260,6,2024,90,360,14,53,3,TRUE,200,15,TRUE,FALSE,0,0,FALSE,Public residential
876 8,3275,691,691,18,4519,505,505,432,832,483,410,410,410,11.9,5.05,4516,0,0,14.77,7.45,3495,99,0,12445,8,2024,90,600,13,47,4,TRUE,350,30,TRUE,FALSE,0,0,FALSE,Public residential
906 2,1832,22,22,22,5531,1845,97,191,155,0,1284,156,133,6.6,4,183,16.54,325.56,19.98,13.58,9315,102,1853,564,2,2023,98,540,11,53.5,1,TRUE,10,5,TRUE,TRUE,50,70,TRUE,Reclaimed greenspace
906 4,2019,263,263,79,5285,1857,2,273,81,237,1081,257,0,6.6,3.97,1195,17.99,357.31,21.46,12.43,22846,331,26372,3286,4,2023,98,600,12,45.5,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Reclaimed greenspace
906 5,1806,97,97,9,5378,1728,196,57,298,70,1337,170,170,8.8,4.87,5623,17.85,123.06,17.85,7.99,6377,140,2506,8544,5,2023,98,600,11,58,1,TRUE,200,15,TRUE,FALSE,0,0,FALSE,Cycle/footpath
906 6,1944,254,254,120,5340,1939,0,336,98,228,1157,334,14,2.5,1.88,202,14.9,388.12,21.18,12.17,18487,298,23037,1042,6,2023,98,600,11,48,0,TRUE,10,5,TRUE,TRUE,40,50,TRUE,Reclaimed greenspace
906 7,1729,11,11,11,5509,1875,199,203,256,0,1390,53,53,8.5,3.93,2416,16.47,400,16.54,10.37,10835,143,10205,860,7,2023,98,720,10,57,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Reclaimed greenspace
906 8,1850,161,161,136,5447,1953,6,321,118,136,1249,237,36,0,0,0,0,0,16.17,9.39,6852,104,8330,0,8,2023,98,420,11,51,2,TRUE,10,5,TRUE,TRUE,300,30,TRUE,Reclaimed greenspace
906 9,1930,147,147,86,5401,1859,20,236,25,120,1173,275,24,6,3.64,1150,11.67,2.62,19.98,11.52,12004,198,8585,3066,9,2023,98,660,11,53.5,3,TRUE,5,10,TRUE,TRUE,200,40,TRUE,Reclaimed greenspace
908 1,2635,675,675,85,4966,797,314,666,471,462,759,759,161,5.1,4.48,199,19.29,1.56,23.58,13.51,10014,125,6789,244,1,2024,90,420,12,51,0,TRUE,400,20,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
908 2,2493,617,617,67,4910,836,236,751,445,383,727,727,9,6.5,4.37,2422,11.26,106.75,24.75,14.05,13617,185,9491,5496,2,2024,90,540,12,51,3,TRUE,200,10,FALSE,FALSE,0,0,FALSE,Public Park Or Garden
908 3,2566,857,857,49,4792,614,200,517,301,399,582,582,155,7.5,4.32,2436,15.85,27,23.65,12.61,10362,137,4751,3253,3,2024,90,420,13,54,2,TRUE,400,10,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
908 4,2557,700,700,141,4896,765,235,670,406,471,694,694,92,2.9,2.9,37,0,0,24.75,14.55,10509,138,6013,0,4,2024,90,540,12,54,8,TRUE,300,15,TRUE,TRUE,100,60,TRUE,Public Park Or Garden
908 5,2645,585,585,86,5034,883,366,714,545,375,811,785,143,7.8,4.45,3369,20.29,400,21.64,11.23,9054,119,5157,2643,5,2024,90,540,12,48,3,TRUE,20,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
908 6,2483,729,729,92,4823,724,156,667,341,493,627,627,34,6,3.96,1011,20.39,274.94,24.75,14.7,15708,174,11395,2576,6,2024,90,540,13,44,4,TRUE,300,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
908 9,2631,773,773,37,4895,701,241,573,401,471,684,684,189,7.8,5.2,3369,13.9,66.62,21.51,12.18,6726,117,2500,4387,9,2024,90,360,13,54,3,TRUE,300,10,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
917 1,2218,125,125,13,3032,3032,18,295,548,317,2135,2135,538,8.8,6.3,6105,16.49,137.62,29.46,13.36,12438,164,3925,4192,1,2023,77,360,18,48,3,TRUE,380,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
917 5,2062,175,175,16,2822,2822,38,307,410,307,2079,2079,361,12.5,5.72,4221,21.11,382.75,27.67,15.36,16280,202,8353,5997,5,2023,77,420,17,48,5,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Reclaimed greenspace
917 6,1931,113,113,34,2756,2756,68,398,292,184,2147,2147,231,6.9,4.81,2278,20.11,346.75,27.71,13.6,17937,243,6150,3809,6,2023,77,540,17,45.5,1,FALSE,0,0,FALSE,TRUE,80,50,TRUE,Reclaimed greenspace
917 7,2006,62,62,58,2889,2889,17,414,336,301,2193,2193,318,10.1,4.99,3242,22.93,323.31,27.71,15.96,21060,256,14364,1184,7,2023,77,480,18,48.5,0,TRUE,8,5,TRUE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
917 8,2319,209,209,20,3039,3039,20,194,648,211,2056,2056,629,7.4,5.16,3392,0,0,29.46,12.24,12530,148,2025,4305,8,2023,77,420,17,47,10,TRUE,350,5,FALSE,TRUE,4,40,TRUE,Public Park Or Garden
917 9,2331,142,142,22,3121,3121,37,237,664,248,2127,2127,658,8.6,6.06,5557,10.07,107.38,26.65,11.84,9507,122,1143,3026,9,2023,77,300,17,50,23,TRUE,400,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
917 11,1883,15,15,15,2877,2877,12,535,213,214,2298,2298,216,8.7,5.08,4099,23.34,392.38,27.71,14.82,19608,257,10449,3583,11,2023,77,480,17,48,3,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Roadside
922 1,2304,860,41,21,1267,1267,351,375,721,488,496,496,496,24.3,3.99,6362,7.4,119.31,17.47,8.35,7200,165,1285,15414,1,2024,55,360,15,55,2,FALSE,0,0,FALSE,TRUE,300,80,TRUE,Cycle/footpath
922 4,2373,1056,179,4,1297,1297,144,494,576,493,495,495,495,22,5.08,9923,15.55,271.94,25.41,7.75,7247,201,1235,12452,4,2024,55,480,15,54.5,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public carpark
922 7,2468,1005,338,14,1448,1448,3,664,407,356,361,361,358,6.6,4.71,3239,11.05,132.06,15.58,8.01,5936,131,1834,12705,7,2024,55,360,15,47,3,TRUE,100,5,TRUE,FALSE,0,0,FALSE,Public residential
922 8,2630,688,453,58,1678,1678,197,783,400,95,97,97,97,8.4,5.25,3089,0,0,16.92,7.74,4380,95,65,5516,8,2024,55,360,15,60,0,TRUE,400,15,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
941 7,2464,1269,1269,101,4169,31,31,33,351,149,405,45,0,6.6,2.8,142,26.49,280.62,27.44,12.42,16020,236,15244,93,7,2024,34,420,14,47.5,0,FALSE,0,0,FALSE,TRUE,300,90,TRUE,Brownfield
941 8,2335,1276,1276,47,4031,102,102,28,399,242,340,67,67,8.5,4.02,2756,26.29,266.88,27.55,9.65,11926,208,8277,9165,8,2024,34,540,14,52,0,FALSE,0,0,FALSE,TRUE,250,90,TRUE,Brownfield
948 2,1695,398,398,9,3105,3096,281,620,317,32,2529,2529,243,7.6,5.54,9092,18.33,23.88,25.01,11.93,8095,128,2317,5202,2,2023,77,360,15,48.5,2,TRUE,400,5,FALSE,FALSE,0,0,FALSE,Playing Field
948 3,1466,328,328,83,2860,2860,80,815,224,16,2245,2245,2,6.4,3.51,592,17.71,400,22.11,11.39,13750,218,12271,1200,3,2023,77,420,16,48.5,8,FALSE,0,0,FALSE,TRUE,40,30,FALSE,Cycle/footpath
948 4,1715,548,548,16,3267,2927,166,447,489,0,2658,2658,353,45.2,6.23,8750,15.78,352.62,19.38,10.72,6011,93,789,8966,4,2023,77,600,15,52,3,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Cycle/footpath
948 5,1477,195,195,107,2719,2719,44,822,170,0,2139,2139,0,7.3,3.82,1556,15.23,201.06,21.47,9.72,6727,114,7369,0,5,2023,77,540,16,47,20,FALSE,0,0,FALSE,TRUE,100,40,TRUE,Other greenspace
948 7,1450,433,433,10,2958,2958,186,708,314,11,2315,2315,14,10,3.73,2409,11.87,0.44,22.11,9.27,7439,171,5522,4930,7,2023,77,420,16,48.5,2,TRUE,350,10,TRUE,TRUE,20,40,TRUE,Playing Field
948 8,1356,629,629,25,3086,2955,337,553,511,7,2379,2379,158,6.3,4.27,4198,11.56,191.06,21.36,7.61,6510,154,3776,11075,8,2023,77,480,16,46.5,15,FALSE,0,0,FALSE,TRUE,200,30,TRUE,Cycle/footpath
948 9,1344,512,512,35,2959,2959,207,684,411,8,2274,2274,45,10,3.42,1854,8.48,205.81,21.36,5.98,7842,211,3720,4058,9,2023,77,480,16,48.5,9,FALSE,0,0,FALSE,TRUE,300,40,TRUE,Cycle/footpath
971 2,1430,698,698,50,4338,1134,113,882,235,566,471,471,393,16.8,4.94,3157,16.87,356.38,21.43,10.89,8288,135,622,8443,2,2024,34,420,16,56.5,5,TRUE,350,5,TRUE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
971 4,1497,835,835,61,4249,965,65,1000,65,687,303,303,303,16.8,4.5,2737,12.09,55.19,25.47,11.48,8655,130,2900,7755,4,2024,34,480,16,56,2,TRUE,300,5,TRUE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
971 7,1699,633,633,11,4487,1014,54,789,245,474,456,456,456,10.7,3.88,6034,12.74,32.94,15.61,6.71,4295,115,0,18585,7,2024,34,420,16,56.5,7,TRUE,400,10,TRUE,FALSE,0,0,FALSE,Public residential
971 9,1420,787,787,111,4259,1064,61,968,167,652,391,391,324,16.8,5.61,520,15.34,9.56,26,13.41,10710,148,1937,1813,9,2024,34,420,16,59,1,TRUE,350,10,FALSE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
982 2,1088,602,322,40,1590,1590,640,364,640,402,1193,1193,969,6.2,4.09,4271,6.46,0,18.22,6.82,2273,100,0,7687,2,2024,89,360,18,56,7,TRUE,380,5,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
982 4,1181,652,232,17,1599,1599,568,279,568,310,1273,1273,997,8.6,4.22,4691,11.22,84,26.62,7.05,3168,99,0,8502,4,2024,89,360,19,59,1,TRUE,200,10,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
987 5,1662,1276,41,10,431,431,373,390,373,466,1334,268,236,6.2,4.2,6058,0,0,15.77,6.8,4119,137,0,14675,5,2024,55,360,15,71.5,20,TRUE,350,15,TRUE,FALSE,0,0,FALSE,Public Park Or Garden
989 1,595,133,129,43,281,281,281,849,796,0,1849,609,232,7.3,4.76,3072,17.14,254.56,21.53,12.74,10010,183,7950,5721,1,2024,55,420,11,65.5,0,FALSE,0,0,FALSE,TRUE,20,75,FALSE,Local Nature Reserve
989 2,648,323,172,38,308,308,308,1037,505,54,1789,384,58,5.7,5.2,37,20.24,298.19,23.17,16.06,26898,483,12961,1474,2,2024,55,480,12,51.5,1,FALSE,0,0,FALSE,TRUE,10,40,FALSE,Public Park Or Garden
989 3,426,108,108,108,158,158,158,1093,661,0,1628,367,108,0,0,0,0,0,24.75,18.79,8836,242,6475,0,3,2024,55,600,12,59,2,FALSE,0,0,FALSE,TRUE,400,60,TRUE,Local Nature Reserve
989 5,500,203,203,151,216,216,216,1108,571,37,1660,350,116,0,0,0,22.24,392.25,24.75,17.97,13796,360,9580,0,5,2024,55,360,12,57,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public Park Or Garden
989 6,509,103,103,103,238,238,238,961,728,63,1746,498,163,0,0,0,0,0,22.39,15.6,6109,116,5946,0,6,2024,55,360,12,62.5,2,FALSE,0,0,FALSE,TRUE,400,100,TRUE,Local Nature Reserve
989 8,555,185,185,105,293,293,293,988,643,44,1760,469,166,7.1,4.78,306,0,0,22.24,16.39,13110,272,8549,1628,8,2024,55,360,12,67.5,1,FALSE,0,0,FALSE,TRUE,300,80,TRUE,Local Nature Reserve
989 11,653,283,123,6,383,383,383,953,595,0,1838,478,148,7.1,4.79,2945,20.18,325.88,22.24,15.42,16578,288,8832,4017,11,2024,55,360,12,54.5,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public Park Or Garden
990 1,369,95,95,95,25,25,25,975,911,3,1650,546,0,6.5,3.44,2806,16.93,337.81,29.93,12.21,16143,268,14838,0,1,2024,55,420,11,60.5,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Cycle/footpath
990 3,234,234,131,38,125,125,125,812,1193,106,1740,806,83,59.9,20.35,1511,16.86,263.38,27.38,14.83,13128,160,12084,178,3,2024,55,480,11,64.5,0,FALSE,0,0,FALSE,TRUE,200,50,TRUE,Brownfield
990 5,368,120,120,41,114,114,114,814,1071,88,1774,730,75,25,18.23,1095,20.33,206.19,27.94,12.31,14204,201,11062,0,5,2024,55,540,11,60,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Brownfield
990 6,389,25,25,25,148,148,148,1054,747,41,1630,420,51,0,0,0,22.85,256.31,24.76,14.97,10926,210,7707,0,6,2024,55,360,12,67,2,FALSE,0,0,FALSE,TRUE,350,80,TRUE,Local Nature Reserve
990 7,285,15,15,15,45,45,45,1109,812,3,1543,404,0,18.2,6.71,4433,23.74,109.56,29.61,13.74,15688,286,15254,0,7,2024,55,360,11,71.5,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Roadside
990 8,542,49,49,38,203,203,203,853,863,57,1810,618,145,7.6,5.34,871,17.98,398.88,21.61,14.8,20136,299,14218,832,8,2024,55,360,11,61,4,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Local Nature Reserve
990 9,454,41,41,41,104,104,104,872,949,14,1753,634,37,0,0,0,21.8,347.31,29.93,13.93,22400,342,17340,0,9,2024,55,420,11,65,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Cycle/footpath
1004 3,1292,1292,1292,170,3679,587,3,755,197,778,246,246,0,0,0,0,22.66,400,26.44,11.33,19736,232,16567,0,3,2024,34,660,15,44.5,0,FALSE,0,0,FALSE,TRUE,200,70,TRUE,Other greenspace
1004 5,1208,1208,1208,62,3521,446,30,684,245,703,320,320,127,5.7,3.89,833,0,0,17.98,8.21,6029,139,821,3501,5,2024,34,360,15,58,0,FALSE,0,0,FALSE,TRUE,400,20,TRUE,Other greenspace
1004 6,1312,1312,1312,47,3591,465,2,640,141,661,216,216,57,6.4,3.72,1629,17.5,100.31,22.66,10.04,15481,272,10890,7642,6,2024,34,540,15,66,0,FALSE,0,0,FALSE,TRUE,200,20,TRUE,Other greenspace
1004 9,1453,1377,1377,17,3777,569,42,693,42,720,90,90,6,6.1,2.99,1509,13.88,214.69,27.48,14.04,20502,318,20551,4447,9,2024,34,660,14,46.5,0,TRUE,200,20,FALSE,TRUE,20,60,TRUE,Other greenspace
1004 12,1380,1276,1276,37,3832,694,97,833,135,859,174,174,113,5.9,3.09,4424,6.85,14.12,27.32,11.07,9443,163,9334,8914,12,2024,34,480,15,54,0,FALSE,0,0,FALSE,TRUE,350,20,FALSE,Other greenspace
1007 2,1835,507,507,38,3142,917,667,507,739,434,723,723,397,6.8,3.99,4144,18.26,394.88,24.19,10.38,5007,98,2948,6715,2,2024,34,660,13,57.5,2,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
1007 6,1676,670,670,11,2803,815,442,629,703,0,402,402,206,6.5,4.27,6854,7.4,38.88,14.49,6.49,3096,97,715,12809,6,2024,34,540,13,58,4,TRUE,100,15,TRUE,TRUE,20,40,TRUE,Cycle/footpath
1007 10,1905,585,585,7,3184,837,709,585,782,429,668,668,335,5.9,4,4107,0,0,24.19,10.29,5308,104,2707,7611,10,2024,34,480,14,62,3,TRUE,350,20,TRUE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
1020 1,772,772,454,220,22,22,22,1023,73,395,1863,87,0,0,0,0,26.04,400,26.04,16.69,29437,430,30196,0,1,2024,55,540,14,53,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Local Nature Reserve
1020 3,690,690,412,103,129,129,83,1141,83,466,1785,18,0,4.7,4.22,133,19.87,400,31.27,16.16,33693,542,28891,464,3,2024,55,360,13,60,1,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Local Nature Reserve
1020 4,957,920,343,168,77,77,12,989,28,459,1945,264,0,0,0,0,21.03,364.25,25.41,15.46,31178,402,29993,0,4,2024,55,480,14,47,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Local Nature Reserve
1020 5,580,580,580,319,60,60,60,1005,139,262,1664,0,0,0,0,0,0,0,23.62,10.82,18395,307,23968,0,5,2024,55,540,14,46,0,FALSE,0,0,FALSE,TRUE,200,140,TRUE,Local Nature Reserve
1020 6,1036,1006,339,155,17,17,17,929,51,443,1903,320,20,0,0,0,5.9,6.06,34.56,15.32,26164,360,24021,54,6,2024,55,540,14,43.5,0,FALSE,0,0,FALSE,FALSE,0,0,FALSE,Public Park Or Garden
1020 8,897,742,224,106,219,219,190,1041,190,451,1922,232,48,8.2,4.28,1004,19.18,107.62,29.77,15.93,20253,283,12530,1858,8,2024,55,420,13,63.5,1,TRUE,380,5,TRUE,FALSE,0,0,FALSE,Religious Grounds/Cemetery
1020 11,783,677,292,87,198,198,195,1142,195,412,1880,138,33,6.4,5.19,587,19.98,318.5,31.27,16.63,24176,319,14893,1267,11,2024,55,480,13,52.5,3,FALSE,0,0,FALSE,TRUE,300,80,TRUE,Religious Grounds/Cemetery
